onset	duration	trial_no	event_type	stimulus_id	stimulus_name	category_index	image_index	response_time
0	33	1	rest	n/a	n/a	n/a	n/a	0.000000
33	9	2	stimulus	4086273.005433	n04086273_5433	108	864	0.000000
42	9	3	stimulus	3079230.026890	n03079230_26890	57	453	0.000000
51	9	4	stimulus	3394916.026448	n03394916_26448	67	531	0.000000
60	9	5	stimulus	3394916.026448	n03394916_26448	67	531	61.035447
69	9	6	stimulus	4070727.023757	n04070727_23757	107	853	0.000000
78	9	7	stimulus	2055803.008152	n02055803_8152	20	158	0.000000
87	9	8	stimulus	3400231.021509	n03400231_21509	69	547	0.000000
96	9	9	stimulus	4409515.011072	n04409515_11072	130	1033	0.000000
105	9	10	stimulus	4587559.012714	n04587559_12714	140	1116	0.000000
114	9	11	stimulus	3837869.008484	n03837869_8484	99	791	0.000000
123	9	12	stimulus	2766534.034864	n02766534_34864	41	327	0.000000
132	9	13	stimulus	4409806.014144	n04409806_14144	131	1042	0.000000
141	9	14	stimulus	3038480.003370	n03038480_3370	55	438	0.000000
150	9	15	stimulus	4412416.017390	n04412416_17390	132	1053	0.000000
159	9	16	stimulus	1726692.031558	n01726692_31558	6	44	0.000000
168	9	17	stimulus	3085219.006529	n03085219_6529	59	470	0.000000
177	9	18	stimulus	1645776.009693	n01645776_9693	3	23	0.000000
186	9	19	stimulus	3496296.014333	n03496296_14333	77	613	0.000000
195	9	20	stimulus	2317335.020064	n02317335_20064	28	220	0.000000
204	9	21	stimulus	3623556.009879	n03623556_9879	86	688	0.000000
213	9	22	stimulus	3642806.027943	n03642806_27943	87	695	0.000000
222	9	23	stimulus	3642806.027943	n03642806_27943	87	695	223.036564
231	9	24	stimulus	3665924.017703	n03665924_17703	90	713	0.000000
240	9	25	stimulus	3665924.017703	n03665924_17703	90	713	241.043964
249	9	26	stimulus	4442441.001910	n04442441_1910	135	1073	0.000000
258	9	27	stimulus	3607659.005173	n03607659_5173	83	660	0.000000
267	9	28	stimulus	2503517.009095	n02503517_9095	38	304	0.000000
276	9	29	stimulus	11978233.042157	n11978233_42157	147	1176	0.000000
285	9	30	stimulus	3467796.002261	n03467796_2261	73	577	0.000000
294	9	31	stimulus	3924679.002394	n03924679_2394	102	811	0.000000
303	9	32	stimulus	2131653.005107	n02131653_5107	24	190	0.000000
312	9	33	stimulus	1664990.010648	n01664990_10648	4	25	0.000000
321	9	34	stimulus	1944390.018585	n01944390_18585	15	114	0.000000
330	9	35	stimulus	2346627.013993	n02346627_13993	29	227	0.000000
339	9	36	stimulus	3187595.017111	n03187595_17111	60	473	0.000000
348	9	37	stimulus	3544143.007095	n03544143_7095	81	647	0.000000
357	9	38	stimulus	4168199.009648	n04168199_9648	114	910	0.000000
366	9	39	stimulus	3445777.009793	n03445777_9793	72	576	0.000000
375	9	40	stimulus	1784675.015243	n01784675_15243	10	75	0.000000
384	9	41	stimulus	2226429.015538	n02226429_15538	25	197	0.000000
393	9	42	stimulus	2226429.015538	n02226429_15538	25	197	394.040980
402	9	43	stimulus	3472535.004645	n03472535_4645	74	591	0.000000
411	9	44	stimulus	4482393.013686	n04482393_13686	137	1090	0.000000
420	9	45	stimulus	3815615.012836	n03815615_12836	98	777	0.000000
429	9	46	stimulus	2374451.018054	n02374451_18054	30	239	0.000000
438	9	47	stimulus	4146614.010248	n04146614_10248	112	889	0.000000
447	9	48	stimulus	3261776.016887	n03261776_16887	63	498	0.000000
456	9	49	stimulus	3261776.016887	n03261776_16887	63	498	0.000000
465	9	50	stimulus	2432983.018327	n02432983_18327	32	251	0.000000
474	9	51	stimulus	4254680.002701	n04254680_2701	119	950	0.000000
483	9	52	stimulus	3063599.004360	n03063599_4360	56	446	0.000000
492	9	53	stimulus	4320973.007391	n04320973_7391	125	999	0.000000
501	9	54	stimulus	4313503.025193	n04313503_25193	124	992	0.000000
510	9	55	stimulus	13111881.006054	n13111881_6054	150	1197	0.000000
519	9	56	stimulus	12596148.005651	n12596148_5651	149	1188	0.000000
528	6	57	rest	n/a	n/a	n/a	n/a	0.000000
