onset	duration	trial_no	event_type	category_id	category_index	response_time	evaluation
0	33	1	rest	n/a	n/a	nan	n/a
33	3	2	cue	2690373	16	53.170117	4.0
36	15	2	imagery	2690373	16	53.170117	4.0
51	3	2	evaluation	2690373	16	53.170117	4.0
54	3	2	inter_rest	2690373	16	53.170117	4.0
57	3	3	cue	1976957	7	76.663177	4.0
60	15	3	imagery	1976957	7	76.663177	4.0
75	3	3	evaluation	1976957	7	76.663177	4.0
78	3	3	inter_rest	1976957	7	76.663177	4.0
81	3	4	cue	4210120	42	100.390470	4.0
84	15	4	imagery	4210120	42	100.390470	4.0
99	3	4	evaluation	4210120	42	100.390470	4.0
102	3	4	inter_rest	4210120	42	100.390470	4.0
105	3	5	cue	3495258	33	124.200442	4.0
108	15	5	imagery	3495258	33	124.200442	4.0
123	3	5	evaluation	3495258	33	124.200442	4.0
126	3	5	inter_rest	3495258	33	124.200442	4.0
129	3	6	cue	3941684	40	148.543388	4.0
132	15	6	imagery	3941684	40	148.543388	4.0
147	3	6	evaluation	3941684	40	148.543388	4.0
150	3	6	inter_rest	3941684	40	148.543388	4.0
153	3	7	cue	4533802	48	172.687055	4.0
156	15	7	imagery	4533802	48	172.687055	4.0
171	3	7	evaluation	4533802	48	172.687055	4.0
174	3	7	inter_rest	4533802	48	172.687055	4.0
177	3	8	cue	2797295	17	196.265233	4.0
180	15	8	imagery	2797295	17	196.265233	4.0
195	3	8	evaluation	2797295	17	196.265233	4.0
198	3	8	inter_rest	2797295	17	196.265233	4.0
201	3	9	cue	3452741	30	220.506800	4.0
204	15	9	imagery	3452741	30	220.506800	4.0
219	3	9	evaluation	3452741	30	220.506800	4.0
222	3	9	inter_rest	3452741	30	220.506800	4.0
225	3	10	cue	3345837	28	244.502671	4.0
228	15	10	imagery	3345837	28	244.502671	4.0
243	3	10	evaluation	3345837	28	244.502671	4.0
246	3	10	inter_rest	3345837	28	244.502671	4.0
249	3	11	cue	2951358	22	268.361326	4.0
252	15	11	imagery	2951358	22	268.361326	4.0
267	3	11	evaluation	2951358	22	268.361326	4.0
270	3	11	inter_rest	2951358	22	268.361326	4.0
273	3	12	cue	3237416	26	292.622721	4.0
276	15	12	imagery	3237416	26	292.622721	4.0
291	3	12	evaluation	3237416	26	292.622721	4.0
294	3	12	inter_rest	3237416	26	292.622721	4.0
297	3	13	cue	2128385	9	316.146817	4.0
300	15	13	imagery	2128385	9	316.146817	4.0
315	3	13	evaluation	2128385	9	316.146817	4.0
318	3	13	inter_rest	2128385	9	316.146817	4.0
321	3	14	cue	4252077	43	340.408454	4.0
324	15	14	imagery	4252077	43	340.408454	4.0
339	3	14	evaluation	4252077	43	340.408454	4.0
342	3	14	inter_rest	4252077	43	340.408454	4.0
345	3	15	cue	2916179	20	364.433560	3.0
348	15	15	imagery	2916179	20	364.433560	3.0
363	3	15	evaluation	2916179	20	364.433560	3.0
366	3	15	inter_rest	2916179	20	364.433560	3.0
369	3	16	cue	3122295	24	388.393084	4.0
372	15	16	imagery	3122295	24	388.393084	4.0
387	3	16	evaluation	3122295	24	388.393084	4.0
390	3	16	inter_rest	3122295	24	388.393084	4.0
393	3	17	cue	3064758	23	412.036267	4.0
396	15	17	imagery	3064758	23	412.036267	4.0
411	3	17	evaluation	3064758	23	412.036267	4.0
414	3	17	inter_rest	3064758	23	412.036267	4.0
417	3	18	cue	3954393	41	0.000000	1.0
420	15	18	imagery	3954393	41	0.000000	1.0
435	3	18	evaluation	3954393	41	0.000000	1.0
438	3	18	inter_rest	3954393	41	0.000000	1.0
441	3	19	cue	3124170	25	460.143839	4.0
444	15	19	imagery	3124170	25	460.143839	4.0
459	3	19	evaluation	3124170	25	460.143839	4.0
462	3	19	inter_rest	3124170	25	460.143839	4.0
465	3	20	cue	3584254	34	0.000000	1.0
468	15	20	imagery	3584254	34	0.000000	1.0
483	3	20	evaluation	3584254	34	0.000000	1.0
486	3	20	inter_rest	3584254	34	0.000000	1.0
489	3	21	cue	3272010	27	0.000000	1.0
492	15	21	imagery	3272010	27	0.000000	1.0
507	3	21	evaluation	3272010	27	0.000000	1.0
510	3	21	inter_rest	3272010	27	0.000000	1.0
513	3	22	cue	1846331	4	532.436928	4.0
516	15	22	imagery	1846331	4	532.436928	4.0
531	3	22	evaluation	1846331	4	532.436928	4.0
534	3	22	inter_rest	1846331	4	532.436928	4.0
537	3	23	cue	2416519	13	556.496757	4.0
540	15	23	imagery	2416519	13	556.496757	4.0
555	3	23	evaluation	2416519	13	556.496757	4.0
558	3	23	inter_rest	2416519	13	556.496757	4.0
561	3	24	cue	3482252	32	0.000000	1.0
564	15	24	imagery	3482252	32	0.000000	1.0
579	3	24	evaluation	3482252	32	0.000000	1.0
582	3	24	inter_rest	3482252	32	0.000000	1.0
585	3	25	cue	2950256	21	604.152722	4.0
588	15	25	imagery	2950256	21	604.152722	4.0
603	3	25	evaluation	2950256	21	604.152722	4.0
606	3	25	inter_rest	2950256	21	604.152722	4.0
609	3	26	cue	1858441	5	628.761339	3.0
612	15	26	imagery	1858441	5	628.761339	3.0
627	3	26	evaluation	1858441	5	628.761339	3.0
630	3	26	inter_rest	1858441	5	628.761339	3.0
633	6	27	rest	n/a	n/a	nan	n/a
